Index,Questions
722,How can you use Macros in your application?
723,What do you understand by layers in QlikView?
724,What are Dimensions?
725,Explain Normalized data.
726,What is Star Schema?
727,What is Snowflake Schema?
728,Explain IntervalMatch.
729,Explain the IntervalMatch() function.
730,What is a Container?
731,What do you understand by the extended IntervalMatch() function?
732,What are the new features in QV 11?
733,Explain Join and its types.
734,What is Left Join?
735,Define Right Join.
736,Explain Inner Join.
737,What are Modifiers?
738,Explain Identifier's syntax.
739,Explain the 3-tier architecture of QlikView Application.
740,How does QlikView store data internally?
741,Explain the restrictions of Binary Load for a QlikView Developer.
742,"For a QlikView Administrator, differentiate between Subset Ratio and Information Density."
743,What is the use of Optimized Load?
744,Differentiate between Keep and Join.
745,Define Synthetic Key.
746,What is Incremental Load in QlikView Architect?
747,Differentiate between the Set and Let options in QlikView.
748,Define QlikView Resident Load.
749,How can you optimize a QV Application?
750,What is Mapping Load?
751,Define Apply Map.
752,What is Concatenation?
753,Define NoConcatenation.
754,Define the Connect statement.
755,What do you understand by Fact Constellation Schema?
756,What do you mean by RDBMS?
757,What do you understand by the term 'CAL' in QlikView Server? 
758,Differentiate between QlikView Server and QlikView Publisher.
759,What do you understand by the Snapshot View of a table?
760,How can you bring data into QV?
761,How can you handle Early Arriving Facts?
762,What type of data do we use generally?
763,Elucidate QlikView.
764,What are the benefits of using QlikView?
765,How is QlikView 11 different from QlikView 10?
766,What is QlikView Comparative Analysis in the QlikView Developer platform?
767,What mobile device platforms does QlikView 11 support?
768,"For a QlikView Admin, what is Document-level Auditing in QlikView 11?"
769,"What are the key differences between QlikView and any other standard statistical software packages (SAS, SPSS, etc.)?"
770,What are QlikView Annotations?
771,What are the main features of QlikView?
772,What are the differences between QlikView Server editions?
773,Watch this Tableau Interview Questions & Answers: 
774,Compare QlikView with Tableau.
775,How is the Context Filter different from other Filters?
776,What is the disadvantage of Context Filters?
777,What are the five main products offered by Tableau?
778,What is the latest version of Tableau Desktop?
779,What is data visualization?
780,Why Tableau?
781,What are Filters? How many types of Filters are there in Tableau?
782,What is aggregation and disaggregation of data?
783,How to remove the Show All option from a Tableau Auto Filter?
784,Can we use non-used columns (columns that are not used in reports but used in data source) in Tableau Filters?
785,What is the benefit of Tableau Extract file over the live connection?
786,What is the different between twb and twbx file extensions. Please explain.
787,How to combine two Excel files with the same fields but different data (different years)?
788,What is the maximum number of tables we can join in Tableau?
789,What is the difference between joining and blending in Tableau?
790,What are Dimensions and Facts?
791,Can we place an Excel file in a shared location and use it to develop a report and refresh it in regular intervals?
792,What is the difference between heat map and treemap?
793,What is dual axes?
794,What is blended axis?
795,What makes Tableau stand out?
796,How do we do testing in Tableau?
797,Can you get values from two different sources as a single input into parameter?
798,How do we use parameters in Tableau?
799,What is the use of the new custom SQL query in Tableau?
800,What are the differences between Tableau and other traditional BI tools?
801,What are the similarities and differences between Tableau and Palantir?
802,How to create cascading filters without using context filter?
803,Is Tableau good for a strategic acquisition?
804,How to display the top five and the last five sales in the same view?
805,"Suppose, without using a line/bar chart, I want to design a view to show the region-wise profit and sales. How should I go about doing it? Explain."
806,"Design a view in a map such that if a user selects any state, the profit and sales in the cities under that state would show up."
807,How to add custom color in Tableau?
808,How can we combine a database and the flat file data in Tableau Desktop?
809,What does Tableau do?
810,What is Tableau Public?
811,What is data modeling?
812,What is your daily work process in Tableau?
813,What is parameters in Tableau? How do they work?
814,How does Tableau work with huge datasets?
815,How will you publish and schedule a workbook in Tableau Server?
816,Distinguish between Parameters and Filters.
817,How to view a SQL generated by Tableau Desktop?
818,What is Page shelf?
819,What are the major differences between Tableau 7.0 and Tableau 8.0?
820,How to create filled maps?
821,Does a parameter have its own drop-down list?
822,How to rectify SQL performance for developed dashboards?
823,How is data blending different from data joining?
824,"Is it possible to store a huge amount of data in a memory engine using Tableau? If yes, how can we achieve that?"
825,How is Tableau different from traditional reporting/BI tools?
826,What is the difference between INDEX and RANK in Tableau?
827,How to automate reports in Tableau?
828,"Suppose, my license expires today. Can my users be able to view the dashboards or workbooks that I published in the server earlier?"
829,Assume that I am using Tableau Desktop and have a live connection to Cloudera Hadoop data. I need to press F5 to refresh the visualization. Is there any way to automatically refresh the visualization every x minutes instead of pressing F5 everytime?
830,What is Tableau Desktop?
831,"What are the differences between Tableau, GoodData, and the other traditional BI tools (BusinessObjects, etc.)?"
832,What is Tableau?
833,What is Tableau Server?
834,Explain the integration of Tableau with R.
835,What is the difference between the quick filter and the normal filter in Tableau?
836,Compare a database with Data Warehouse.
837,What is the purpose of cluster analysis in Data Warehousing?
838,What is the difference between agglomerative and divisive hierarchical clustering?
839,Explain the chameleon method used in Data Warehousing.
840,What is Virtual Data Warehousing?
841,What is Active Data Warehousing?
842,What is a snapshot with reference to Data Warehouse?
843,What is XMLA?
844,What is ODS?
845,What is the level of granularity of a fact table?
846,What is the difference between ‘view’ and ‘materialized view’?
847,What is junk dimension?
848,What are the different types of SCDs used in Data Warehousing?
849,"Which one is faster, Multidimensional OLAP or Relational OLAP?"
850,What is Hybrid SCD?
851,Why do we override the execute method in Struts?
